"","class","shippable","trans_elapsed_secs_d","time_delta","amount_delta","diff_avg_trans_amount_y","trans_count_d","trans_count_ratio_y","trans_total_y","notShippable_total_y","nonShippable_ratio_y","account_age","mean_time_delta_d","time_from_refDate","cust_ip_count_y","trans_card2_ratio_y","source_H","source_E","bill_loc_T","bill_loc_U","isWeekDay","spring","summer","fall","winter","bhours"
"435","0",0,-3.92062979648583,-0.23173745324136,-0.12571240517131,2.18190576893974e-19,-0.198511962336195,1,-0.253736035939729,-0.138333073594188,1,0.0846477595613579,-0.655888203642215,-0.697296026647929,-0.0890117975074001,1,1,0,0,0,1,0,0,0,0,0
"437","0",0,0.872358723307338,-0.174296164215621,1.04618938683791,2.18190576893974e-19,-0.198511962336195,1,0.566868772605273,1.30959913816002,1,2.95908246353096,-0.3330322252468,-1.12471884431215,-0.0890117975074001,1,1,0,0,1,1,1,0,0,0,0
"438","0",1,1.333963,0.4837812,0.4601548,-0.6663027,-0.198512,0.5,0.6947659,-0.2417568,0,-0.3456531,3.59698,1.360056,0.2014672,2,1,0,0,1,1,0,0,1,0,0
"439","0",0,0.9124021,-0.2304887,0.1505216,2.181906e-19,-0.198512,1,-0.1658141,0.01680252,1,3.470258,-0.3702221,0.8425021,-0.0890118,1,1,0,0,1,1,0,0,1,0,0
"440","0",1,0.654053122863882,-0.216440588229071,0.117540923941462,2.18190576893974e-19,-0.198511962336195,1,-0.188908256064674,-0.241756803005203,0,-0.230206557239436,-0.314371354410355,-1.07272416073332,-0.0890117975074001,1,1,0,0,1,1,0,1,0,0,0
"441","0",1,-0.5783172,-0.02601023,0.2583366,2.181906e-19,-0.198512,1,0.4547976,-0.2417568,0,-0.3320712,-0.3454722,0.2129183,-0.0890118,1,1,0,1,0,1,0,0,1,0,1
"442","0",0,-0.4902217,-0.072213,-0.2912017,2.181906e-19,-0.198512,1,-0.1658141,0.01680252,1,0.5272959,-0.2784523,0.1930392,-0.0890118,1,1,0,0,1,1,0,0,1,0,1
"443","0",0,-3.569283,-0.141205,-1.799858,2.181906e-19,-0.198512,1,-0.1071995,0.1202262,1,0.8872176,0.507547,1.153656,-0.0890118,1,1,0,0,1,1,0,1,0,0,0
"444","0",1,1.147692,1.501803,0.01282313,2.181906e-19,-0.198512,1,0.01571541,-0.2417568,0,0.3673993,-0.1615648,-0.3255167,-0.0890118,1,1,0,0,0,1,0,0,1,0,0
"445","0",1,0.08633429,0.1241488,0.1896966,2.181906e-19,-0.198512,1,0.03798897,-0.2417568,0,-0.3456531,2.243482,1.025998,-0.0890118,1,1,0,0,1,1,1,0,0,0,1
"447","0",1,-1.150455,0.1297681,-1.327749,2.181906e-19,-0.198512,1,-0.04870206,-0.2417568,0,1.169352,-0.4683931,-0.2449686,-0.0890118,1,1,0,0,1,0,0,0,0,1,1
"448","0",0,1.687518,0.2209249,1.088043,0.812391,-0.198512,0.3333333,2.734379,2.343836,0.4809635,-0.2376149,-0.2146992,-0.2365858,-0.0890118,3,1,0,0,1,1,0,0,0,1,0
"449","0",0,-1.230472,-0.09406567,-0.0001514989,2.181906e-19,-0.198512,1,-0.1071995,0.1202262,1,-0.2277371,-0.2166661,0.2448999,-0.0890118,1,1,0,0,0,1,0,0,1,0,1
"450","0",1,-0.474480509283089,0.103857034273147,0.0207753188298429,2.38304474604686,-0.198511962336195,0.5,1.10307540036025,-0.241756803005203,0,-0.164148886851818,-0.212106589958889,-0.800513014136334,-0.0890117975074001,2,1,0,0,1,0,0,0,0,1,1
"452","0",0,-3.7173749932899,3.16635184591715,0.836921209693408,2.18190576893974e-19,-0.198511962336195,1,0.566868772605273,1.30959913816002,1,-0.345653140066393,-0.275179419419196,-0.542622634628484,-0.0890117975074001,1,1,0,0,1,1,0,1,0,0,0
"453","0",1,0.595437862023751,-0.0640962999434155,0.836921209693408,-2.49688891181639,-0.198511962336195,0.5,0.607899013032523,-0.169360192417493,0.0445859872611465,1.46753730786288,0.20818323469465,-1.3605490143489,0.201467224166062,2,1,0,1,0,1,0,0,0,1,0
"454","0",0,-0.0658306519064875,-0.233610538753069,0.359789765803939,2.18190576893974e-19,-0.198511962336195,1,-0.0192775192125855,0.275361844049873,1,2.63743717126975,-0.305406945878982,-0.638132392490739,-0.0890117975074001,1,1,0,0,1,1,1,0,0,0,1
"455","0",0,0.343233447596192,-0.212382236287035,0.778326120092947,2.18190576893974e-19,-0.198511962336195,1,0.273795626696344,0.792480491104948,1,-0.345653140066393,-0.390188732484027,-0.645681924907458,-0.0890117975074001,1,1,0,1,0,1,1,0,0,0,1
"456","0",0,1.573809,-0.1796032,0.5857994,2.181906e-19,-0.198512,1,0.3031029,0.8441924,1,-0.009191174,-0.6582255,-0.08199371,-0.0890118,1,1,0,0,1,0,1,0,0,0,0
"458","0",0,-0.1217533,-0.2351714,2.033935,2.181906e-19,-0.198512,1,1.153015,2.343836,1,0.324184,-0.5374965,-0.3733005,-0.0890118,1,1,0,0,1,0,0,0,1,0,1
