"","class","shippable","trans_elapsed_secs_d","time_delta","amount_delta","diff_avg_trans_amount_y","trans_count_d","trans_count_ratio_y","trans_total_y","notShippable_total_y","nonShippable_ratio_y","account_age","mean_time_delta_d","time_from_refDate","cust_ip_count_y","trans_card2_ratio_y","source_H","source_E","bill_loc_T","bill_loc_U","isWeekDay","spring","summer","fall","winter","bhours"
"95","0",1,1.51836931892701,0.899918376749418,-0.235620051807603,2.18190576893974e-19,-0.198511962336195,1,-0.180526364091678,-0.241756803005203,0,-0.303055203087462,-0.280886550295393,-1.39552292426888,-0.0890117975074001,1,1,0,0,1,1,0,0,1,0,0
"97","0",0,1.21935554425256,0.0117636632807939,0.0545093489855369,2.18190576893974e-19,-0.198511962336195,1,-0.107199462985264,0.12022624993335,1,3.17824576248053,-0.349417709878841,-0.819980043608014,-0.0890117975074001,1,1,0,1,0,1,0,0,0,1,0
"100","0",1,0.0587871876888436,-0.0800175267929409,-0.354819205509113,2.18190576893974e-19,-0.198511962336195,1,-0.11722256457535,-0.241756803005203,0,0.697687635214668,-0.0695795550080442,-1.3652794522246,-0.0890117975074001,1,1,0,0,1,1,0,0,0,1,1
"101","0",0,-3.780892,0.5290474,0.1254094,2.181906e-19,-0.198512,1,-0.01927752,0.2753618,1,-0.3456531,-0.3130967,0.5014371,-0.0890118,1,1,0,0,1,1,1,0,0,0,0
"102","0",0,0.4015725,-0.148073,2.033935,2.181906e-19,-0.198512,1,1.153015,2.343836,1,2.429386,-0.4714593,-0.3716353,-0.0890118,1,1,0,0,1,0,0,0,1,0,1
"103","0",1,0.732621,-0.203329,0.3271439,2.181906e-19,-0.198512,1,-0.04213722,-0.2417568,0,-0.3456531,-0.4604415,0.7674417,-0.0890118,1,1,0,0,1,1,0,0,1,0,0
"104","0",1,0.979647433961711,0.994197014172098,-0.238633513558484,2.18190576893974e-19,-0.198511962336195,1,0.0386923490482006,-0.241756803005203,0,-0.276508662651317,3.44709985327589,-1.68653280082651,-0.0890117975074001,1,1,0,0,1,1,1,0,0,0,0
"105","0",1,-0.1972144,0.1591131,-1.298702,2.181906e-19,-0.198512,1,-0.1256045,-0.2417568,0,-0.3450358,1.918975,1.419368,-0.0890118,1,1,0,1,0,1,0,0,0,1,1
"106","0",0,-2.339606,0.00395914,-0.08385877,2.181906e-19,-0.198512,1,-0.2244287,-0.08662121,1,1.25393,-0.5397663,-0.2697683,-0.0890118,1,1,0,0,0,1,0,0,1,0,0
"107","0",0,-1.088525,6.600654,-1.556521,2.181906e-19,-0.198512,1,-0.1658141,0.01680252,1,0.006242861,11.84951,1.057846,-0.0890118,1,1,0,0,0,1,1,0,0,0,1
"108","0",0,-4.091919,-0.1864712,0.8424459,2.181906e-19,-0.198512,1,0.5668688,1.309599,1,3.405435,0.100455,0.3222416,-0.0890118,1,1,0,0,1,0,0,0,0,1,0
"109","0",0,0.7671412,-0.2242451,0.2446086,2.181906e-19,-0.198512,1,0.2737956,0.7924805,1,-0.3228108,-0.3833458,0.6755964,-0.0890118,1,1,0,0,1,1,0,1,0,0,0
"110","0",1,0.577073127767597,-0.230488729566887,0.263275282504894,2.18190576893974e-19,-0.198511962336195,1,-0.0868601866591846,-0.241756803005203,0,2.03983133075374,-0.280590476047338,-1.39729540546532,-0.0890117975074001,1,1,0,0,1,1,0,0,1,0,0
"111","0",1,-3.22960488983228,0.0695171332251508,-0.856142050676487,2.18190576893974e-19,-0.198511962336195,1,0.407085293455725,-0.241756803005203,0,-0.345653140066393,-0.0987844782427127,-0.808874616306478,-0.0890117975074001,1,1,0,0,1,1,0,0,0,1,0
"112","0",1,-0.02558013,-0.2195624,1.087959,2.181906e-19,-0.198512,1,0.8733061,-0.2417568,0,-0.3116983,-0.2306793,0.04312988,-0.0890118,1,1,0,0,1,1,0,1,0,0,1
"113","0",1,-0.3928058,1.228333,-0.7345154,-3.492152,-0.198512,0.5,1.153015,0.01680252,0.1,0.5766848,1.757875,1.49127,0.2014672,2,1,0,0,1,0,0,0,0,1,1
"115","0",1,0.195279968231763,-0.207387341589144,0.223179499764007,2.18190576893974e-19,-0.198511962336195,1,-0.11493659403726,-0.241756803005203,0,1.31813584773388,-0.351786465254569,-0.829428285863871,-0.0890117975074001,1,1,0,0,1,1,0,0,1,0,1
"117","0",0,-0.0237850761095032,-0.227991282217942,0.679049296855595,2.18190576893974e-19,-0.198511962336195,1,0.273795626696344,0.792480491104948,1,1.50025746235395,-0.650448014312918,-0.910622379647816,-0.0890117975074001,1,1,0,0,1,1,0,0,1,0,1
"118","0",1,0.4940176,-0.1758571,0.5026781,2.181906e-19,-0.198512,1,0.08077765,-0.2417568,0,-0.3333059,-0.1613739,-0.3057827,-0.0890118,1,1,0,0,1,1,0,0,1,0,1
"119","0",1,0.566302832489552,-0.226118196706233,0.431526896929075,2.18190576893974e-19,-0.198511962336195,1,0.0309552179962049,-0.241756803005203,0,6.96328853955046,-0.336104616690638,-0.832394871592678,-0.0890117975074001,1,1,0,0,1,0,0,0,1,0,0
"120","0",1,1.640087,-0.2336105,0.07175305,0.4984465,-0.198512,0.3333333,0.4413749,0.7924805,0.7776654,-0.03635508,-0.4650442,0.8978014,-0.0890118,0.75,1,0,1,0,1,0,0,0,1,0
"121","0",0,-3.50107156312249,-0.234234900590305,-1.09788864891382,2.18190576893974e-19,-0.198511962336195,1,-0.201803474484667,-0.0466996493360286,1,1.24590456329134,-0.318792083314758,-0.778326221646789,-0.0890117975074001,1,1,0,1,0,1,0,0,0,1,0
"122","0",0,-1.1090994464356,12.5202287104726,-0.114830459959796,2.18190576893974e-19,-0.198511962336195,1,-0.171675555085229,0.00646014758123321,1,-0.0993259392751843,2.13572717404084,-1.72687234943803,-0.0890117975074001,1,1,0,1,0,1,1,0,0,0,1
"123","0",1,-0.6285786,0.7585004,0.3576971,2.181906e-19,-0.198512,1,0.06571369,-0.2417568,0,0.003773415,-0.3829317,0.8482302,-0.0890118,1,1,0,1,0,0,0,0,1,0,1
"124","0",1,1.537701,-0.124035,3.175535,2.181906e-19,-0.198512,1,2.30913,-0.2417568,0,-0.341949,1.656521,0.9391095,-0.0890118,1,1,0,0,1,1,0,0,0,1,0
"125","0",0,0.3729208,-0.2005194,-0.1110636,2.181906e-19,-0.198512,1,-0.1658141,0.01680252,1,5.971189,-0.4526163,0.8714508,-0.0890118,1,1,0,0,1,0,0,0,0,1,1
"126","0",0,-0.8299693,-0.1115478,-1.296024,2.181906e-19,-0.198512,1,-0.1071995,0.1202262,1,3.805485,-0.1221435,0.8527713,-0.0890118,1,1,0,0,1,1,0,0,0,1,1
"127","0",1,0.2054979,-0.2111335,1.44112,2.181906e-19,-0.198512,1,0.7379063,-0.2417568,0,1.369994,-0.47379,-0.3364748,-0.0890118,1,1,0,0,1,1,0,0,1,0,1
"129","0",1,1.239653,1.146853,-0.07557175,-1.042407,-0.198512,0.5,0.1196392,-0.1693602,0.09497965,-0.2407017,-0.1332151,-0.3652966,-0.0890118,0.5,1,0,0,1,1,0,0,1,0,0
"130","0",0,1.188564,0.595542,-0.5757227,2.181906e-19,-0.198512,1,-0.2830434,-0.1900449,1,-0.3456531,-0.2753674,-0.2795791,-0.0890118,1,1,0,0,1,1,0,0,1,0,0
"131","0",1,-0.841499,0.2259198,-0.1108125,2.181906e-19,-0.198512,1,-0.2247218,-0.2417568,0,0.8736356,-0.3911983,0.2817414,-0.0890118,1,1,0,0,1,0,0,0,1,0,1
